rank	severity	rule_id	pdb	ligand	message	count	recency	file	sample	hint	step	paths
1	hard	ligprep.rdkit_valence			RDKit sanitize/valence/kekulize error(s)	577		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:54] Explicit valence for atom # 19 C, 5, is greater than permitted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	
2	hard	ligprep.rdkit_valence	2HYY		RDKit sanitize/valence/kekulize error(s)	4		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:55] sanitize [20:52:55] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_A600.sanitized.sanitized.pdb: 1 molecule converted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_B600.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_D600.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_C600.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_A600.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_A600.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_C600.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_B600.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2HYY/ligands_raw/STI_D600.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/STI_A600.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/STI_B600.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/STI_D600.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/STI_A600.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/STI_C600.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/STI_C600.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/STI_B600.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/STI_D600.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2HYY/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/2HYY/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
3	hard	ligprep.rdkit_valence	3CS9		RDKit sanitize/valence/kekulize error(s)	4		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:55] sanitize [20:52:55] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_A600.sanitized.sanitized.pdb: 1 molecule converted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_D600.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_B600.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_C600.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_A600.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_A600.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_C600.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_B600.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3CS9/ligands_raw/NIL_D600.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/NIL_B600.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/NIL_A600.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/NIL_C600.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/NIL_A600.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/NIL_D600.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/NIL_B600.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/NIL_D600.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/NIL_C600.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3CS9/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3CS9/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
4	hard	ligprep.rdkit_valence	5I96		RDKit sanitize/valence/kekulize error(s)	3		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:56] sanitize [20:52:56] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/69Q_B502.sanitized.sanitized.pdb: [20:52:56] Explicit valence for atom # 18 C, 5, is greater than permitted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/NDP_A506.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/GOL_A504.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/GOL_A503.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/GOL_A502.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/GOL_A505.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/NDP_B503.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/GOL_B501.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/ACT_A508.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/69Q_B502.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/ACT_B505.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/69Q_B502.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/NDP_B503.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5I96/ligands_raw/NDP_A506.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/69Q_B502.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/69Q_B502.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/NDP_B503.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/NDP_B503.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/NDP_A506.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/NDP_A506.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5I96/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/5I96/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
5	hard	ligprep.rdkit_valence	3ZOS	STI_D600.sanitized.sanitized.arom	RDKit sanitize/valence/kekulize error(s)	3		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:57] sanitize [20:52:57] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZOS/ligands_raw/0LI_A1000.sanitized.sanitized.pdb: 1 molecule converted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZOS/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZOS/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
6	hard	ligprep.rdkit_valence	6O0L		RDKit sanitize/valence/kekulize error(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:56] sanitize [20:52:56] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/LBM_A301.sanitized.sanitized.pdb: [20:52:56] Explicit valence for atom # 27 N, 4, is greater than permitted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/LBM_A301.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/LBM_C301.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/PEG_A302.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/PEG_C302.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/PEG_A303.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/PEG_C303.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/LBM_A301.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6O0L/ligands_raw/LBM_C301.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0L/LBM_C301.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0L/LBM_A301.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0L/LBM_C301.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0L/LBM_A301.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6O0L/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6O0L/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
7	hard	ligprep.rdkit_valence	4XV2		RDKit sanitize/valence/kekulize error(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:56] sanitize [20:52:56] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XV2/ligands_raw/P06_A801.sanitized.sanitized.pdb: 1 molecule converted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XV2/ligands_raw/P06_B801.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XV2/ligands_raw/P06_A801.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XV2/ligands_raw/P06_B801.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XV2/ligands_raw/P06_A801.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XV2/P06_A801.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XV2/P06_A801.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XV2/P06_B801.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XV2/P06_B801.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XV2/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
8	hard	ligprep.rdkit_valence	4U5J		RDKit sanitize/valence/kekulize error(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:56] sanitize [20:52:56] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U5J/ligands_raw/RXT_A601.sanitized.sanitized.pdb: 1 molecule converted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U5J/ligands_raw/RXT_B601.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U5J/ligands_raw/RXT_A601.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U5J/ligands_raw/RXT_B601.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4U5J/ligands_raw/RXT_A601.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4U5J/RXT_B601.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4U5J/RXT_A601.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4U5J/RXT_A601.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4U5J/RXT_B601.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4U5J/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4U5J/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
9	hard	ligprep.rdkit_valence	2GQG	BAX_A1201.sanitized.sanitized.protoB.arom	RDKit sanitize/valence/kekulize error(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:57] sanitize [20:52:57] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/2GQG/ligands_raw/1N1_A501.sanitized.sanitized.pdb: /stor/home/mpg2352/micromamba/envs/docking-env/bin/obabel -isdf /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3WZE/ligands_raw/BAX_A1201.sanitized.sanitized.protoB.arom.sdf -omol2 -O /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3WZE/ligands_raw/BAX_A1201.sanitized.sanitized.protoB.arom.mol2	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/2GQG/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/2GQG/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
10	hard	ligprep.rdkit_valence	4XUF		RDKit sanitize/valence/kekulize error(s)	2		/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log	[20:52:57] sanitize [20:52:57] /stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XUF/ligands_raw/P30_A1001.sanitized.sanitized.pdb: 1 molecule converted	Quarantine; consider pre-sanitize with RDKit, fix aromaticity, add hydrogens earlier.	ligprep.sanitize	/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XUF/ligands_raw/P30_B1001.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XUF/ligands_raw/P30_A1001.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XUF/ligands_raw/P30_B1001.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XUF/ligands_raw/P30_A1001.sanitized.pdb;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XUF/P30_B1001.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XUF/P30_A1001.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XUF/P30_B1001.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XUF/P30_A1001.sanitized.pdbqt;/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XUF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XUF/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_205220.log
