file,molecule,position,mol_pred_loaded,mol_cond_loaded,sanitization,inchi_convertible,all_atoms_connected,no_radicals,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,protein-ligand_maximum_distance,minimum_distance_to_protein,minimum_distance_to_organic_cofactors,minimum_distance_to_inorganic_cofactors,minimum_distance_to_waters,volume_overlap_with_protein,volume_overlap_with_organic_cofactors,volume_overlap_with_inorganic_cofactors,volume_overlap_with_waters,mol_true_loaded,passes_valence_checks,passes_kekulization,no_radicals_before_sanitization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,num_h_added,mol_pred_energy,ensemble_avg_energy,energy_ratio,smallest_distance_protein,num_pairwise_clashes_protein,most_extreme_ligand_atom_id_protein,most_extreme_protein_atom_id_protein,most_extreme_ligand_element_protein,most_extreme_protein_element_protein,most_extreme_ligand_vdw_protein,most_extreme_protein_vdw_protein,most_extreme_sum_radii_protein,most_extreme_distance_protein,most_extreme_sum_radii_scaled_protein,most_extreme_relative_distance_protein,most_extreme_clash_protein,smallest_distance_organic_cofactors,not_too_far_away_organic_cofactors,num_pairwise_clashes_organic_cofactors,most_extreme_ligand_atom_id_organic_cofactors,most_extreme_protein_atom_id_organic_cofactors,most_extreme_ligand_element_organic_cofactors,most_extreme_protein_element_organic_cofactors,most_extreme_ligand_vdw_organic_cofactors,most_extreme_protein_vdw_organic_cofactors,most_extreme_sum_radii_organic_cofactors,most_extreme_distance_organic_cofactors,most_extreme_sum_radii_scaled_organic_cofactors,most_extreme_relative_distance_organic_cofactors,most_extreme_clash_organic_cofactors,smallest_distance_inorganic_cofactors,not_too_far_away_inorganic_cofactors,num_pairwise_clashes_inorganic_cofactors,most_extreme_ligand_atom_id_inorganic_cofactors,most_extreme_protein_atom_id_inorganic_cofactors,most_extreme_ligand_element_inorganic_cofactors,most_extreme_protein_element_inorganic_cofactors,most_extreme_ligand_vdw_inorganic_cofactors,most_extreme_protein_vdw_inorganic_cofactors,most_extreme_sum_radii_inorganic_cofactors,most_extreme_distance_inorganic_cofactors,most_extreme_sum_radii_scaled_inorganic_cofactors,most_extreme_relative_distance_inorganic_cofactors,most_extreme_clash_inorganic_cofactors,smallest_distance_waters,not_too_far_away_waters,num_pairwise_clashes_waters,most_extreme_ligand_atom_id_waters,most_extreme_protein_atom_id_waters,most_extreme_ligand_element_waters,most_extreme_protein_element_waters,most_extreme_ligand_vdw_waters,most_extreme_protein_vdw_waters,most_extreme_sum_radii_waters,most_extreme_distance_waters,most_extreme_sum_radii_scaled_waters,most_extreme_relative_distance_waters,most_extreme_clash_waters,volume_overlap_protein,volume_overlap_organic_cofactors,volume_overlap_inorganic_cofactors,volume_overlap_waters,ligand_file,pdb_id,variant,ph,engine,stage,stage_dir,posebusters_pass
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/actives_final_00001_stage1.sdf,CHEMBL23388,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,35.0,0.954201690426611,1.008139908127249,0.0,0.0,48.0,1.0625031576202226,0.0,445.0,0.99105840334215,0.0,35.0,48.0,445.0,2.0,2.0,0.000907551704307,0.0,0.0,,0.0,0.0,,18.0,159.4569192092661,53.46854947902192,2.9822563125978965,2.8720999286236566,0,19,170.0,O,N,1.55,1.6,3.1500000000000004,2.8720999286236566,3.1500000000000004,0.911777755118621,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0111241984033503,,,,actives_final_00001_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/actives_final_00002_stage1.sdf,CHEMBL490934,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,34.0,0.9540240560957284,1.0450776713798071,0.0,0.0,47.0,1.0624599524695733,0.0,415.0,0.989672784356415,0.0,34.0,47.0,415.0,2.0,2.0,0.002003196220998,0.0,0.0,,0.0,0.0,,18.0,181.06451918780184,77.85107713533705,2.325780526749008,2.84050946134668,0,13,1858.0,O,N,1.55,1.6,3.1500000000000004,2.84050946134668,3.1500000000000004,0.9017490353481522,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.006962690488702,,,,actives_final_00002_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/actives_final_00003_stage1.sdf,CHEMBL491104,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,35.0,0.9539707067841952,1.0455485537071998,0.0,0.0,48.0,1.062522185337566,0.0,445.0,0.98971159392924,0.0,35.0,48.0,445.0,2.0,2.0,0.002210150255052,0.0,0.0,,0.0,0.0,,20.0,203.9738413795085,80.11424020297865,2.5460372695630307,2.9448269898246995,0,12,138.0,O,N,1.55,1.6,3.1500000000000004,2.9448269898246995,3.1500000000000004,0.93486571105546,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.007257448433919,,,,actives_final_00003_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,True
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/actives_final_00004_stage1.sdf,CHEMBL117353,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,35.0,0.9539073670282944,1.0079577793089678,0.0,0.0,48.0,1.062840983324247,0.0,445.0,0.990340011335653,0.0,35.0,48.0,445.0,2.0,2.0,0.0018658398215849,0.0,0.0,,0.0,0.0,,22.0,136.87375461294312,54.38967967051629,2.51653908318824,2.806626088384415,0,30,2186.0,O,N,1.55,1.6,3.1500000000000004,2.806626088384415,3.1500000000000004,0.8909924090109252,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0092028515878159,,,,actives_final_00004_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/actives_final_00005_stage1.sdf,CHEMBL117353,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,35.0,0.9540682049941076,1.0151121391265228,0.0,0.0,48.0,1.0625937792702973,0.0,445.0,0.9891360960280636,0.0,35.0,48.0,445.0,2.0,2.0,0.0017508048338412,0.0,0.0,,0.0,0.0,,22.0,202.48291469214263,54.38967967051629,3.722818665576829,2.889678874892504,0,12,170.0,O,N,1.55,1.6,3.1500000000000004,2.8896788748925037,3.1500000000000004,0.9173583729817472,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0083181700025994,,,,actives_final_00005_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/decoys_final_00001_stage1.sdf,ZINC04095838,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,26.0,0.9682791487217788,1.018544905939203,0.0,0.0,39.0,1.0382616477413016,0.0,235.0,0.9552116751971178,0.0,26.0,39.0,235.0,0.0,0.0,,10.0,10.0,0.2434369266099338,0.0,0.0,,12.0,98.15677551909388,66.0971538832044,1.4850378534080269,2.6422526374288986,0,25,1685.0,O,C,1.55,1.7,3.25,2.6422526374288986,3.25,0.8130008115165842,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0200351493848857,,,,decoys_final_00001_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/decoys_final_00002_stage1.sdf,ZINC04514067,0,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,25.0,0.9579838325336476,1.0308145262143504,0.0,0.0,38.0,1.072821338452793,0.0,190.0,0.9916866197125797,0.0,25.0,38.0,190.0,1.0,1.0,2.6065826587047312e-05,0.0,0.0,,0.0,0.0,,10.0,186.71779626288424,78.13527589058133,2.389673475068536,2.7556360427313367,0,24,158.0,O,N,1.55,1.6,3.1500000000000004,2.799156658709905,3.1500000000000004,0.8886211614952078,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0122364457831325,,,,decoys_final_00002_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/decoys_final_00003_stage1.sdf,ZINC04903759,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,25.0,0.8784835046959386,1.045763896947428,0.0,0.0,38.0,1.0500078435387596,0.0,190.0,0.983192680505716,0.0,25.0,38.0,190.0,1.0,1.0,0.002127970383239,0.0,0.0,,0.0,0.0,,13.0,173.98326036119352,67.40921558643936,2.581001111607558,2.999506126014748,0,19,1653.0,C,O,1.7,1.55,3.25,3.0461940187716214,3.25,0.9372904673143451,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0079836613442257,,,,decoys_final_00003_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,True
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/decoys_final_00004_stage1.sdf,ZINC05010475,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,36.0,0.8397405088415615,1.020478466399117,0.0,0.0,56.0,1.1386158285296812,0.0,436.0,0.9475360994509692,0.0,36.0,56.0,436.0,4.0,4.0,0.0027807346069705,0.0,0.0,,0.0,0.0,,15.0,306.1517621902575,49.86830123132483,6.139205760591418,2.693216292836506,0,11,2516.0,O,O,1.55,1.55,3.1,2.693216292836506,3.1,0.8687794493020987,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0055408970976253,,,,decoys_final_00004_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,False
/home/michael/atlas/code/protein_automation/post_docked/full_fast_consenuss/EX4M/HOLO/pH7_0/stage1/decoys_final_00005_stage1.sdf,ZINC05488280,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,31.0,0.8398071058249454,1.0529369275407754,0.0,0.0,48.0,1.1385252230493357,0.0,327.0,0.9348702388860018,0.0,31.0,48.0,327.0,3.0,3.0,0.0021602110041432,0.0,0.0,,0.0,0.0,,13.0,315.3469306950938,43.78560576966704,7.202068468664509,2.5431268155559983,0,13,160.0,O,O,1.55,1.55,3.1,2.5431268155559983,3.1,0.8203634888890317,False,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,,False,0.0,,,,,,,,,,,,0.0096899224806201,,,,decoys_final_00005_stage1.sdf,EX4M,HOLO,pH7_0,vina,stage1,stage1,False
